"Name","Chromosome","Region","Max group mean","Log? fold change","Fold change","P-value","FDR p-value","Bonferroni"
"ENST00000531965","ENST00000531965","1..746","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000396887","ENST00000396887","1..789","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000532086","ENST00000532086","1..930","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000529699","ENST00000529699","1..672","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000526464","ENST00000526464","1..1198","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000440815","ENST00000440815","1..920","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000529550","ENST00000529550","1..772","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000551122","ENST00000551122","1..733","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000525643","ENST00000525643","1..1272","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000548807","ENST00000548807","1..810","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000528163","ENST00000528163","1..950","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000530890","ENST00000530890","1..774","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000444393","ENST00000444393","1..892","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000533097","ENST00000533097","1..814","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000534748","ENST00000534748","1..580","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000008180","ENST00000008180","1..1056","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000532247","ENST00000532247","1..1381","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000396890","ENST00000396890","1..1067","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000525228","ENST00000525228","1..566","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000548652","ENST00000548652","1..812","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000525377","ENST00000525377","1..712","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000530538","ENST00000530538","1..674","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000549213","ENST00000549213","1..654","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000552936","ENST00000552936","1..713","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000548476","ENST00000548476","1..1014","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000552664","ENST00000552664","1..731","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000552356","ENST00000552356","1..623","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000551513","ENST00000551513","1..791","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000548246","ENST00000548246","1..447","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000528652","ENST00000528652","1..519","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000525003","ENST00000525003","1..544","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000382213","ENST00000382213","1..880","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564308","ENST00000564308","1..544","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000268296","ENST00000268296","1..4703","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562918","ENST00000562918","1..980","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567409","ENST00000567409","1..1146","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562522","ENST00000562522","1..3990","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571644","ENST00000571644","1..4382","1.4273241756","-2.116347183","-4.3359471829","0.5267865434","0.9991606977","1"
"ENST00000562138","ENST00000562138","1..501","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000299980","ENST00000299980","1..6959","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564155","ENST00000564155","1..2723","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569748","ENST00000569748","1..4554","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570052","ENST00000570052","1..804","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000393512","ENST00000393512","1..3593","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565009","ENST00000565009","1..2494","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565642","ENST00000565642","1..2794","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562934","ENST00000562934","1..547","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568327","ENST00000568327","1..1724","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566179","ENST00000566179","1..562","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569044","ENST00000569044","1..355","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000450149","ENST00000450149","1..1166","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563259","ENST00000563259","1..844","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563104","ENST00000563104","1..882","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569185","ENST00000569185","1..559","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566161","ENST00000566161","1..989","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567583","ENST00000567583","1..606","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565412","ENST00000565412","1..619","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569975","ENST00000569975","1..561","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570297","ENST00000570297","1..604","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570017","ENST00000570017","1..814","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565161","ENST00000565161","1..574","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000433195","ENST00000433195","1..4513","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000423132","ENST00000423132","1..4792","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000252463","ENST00000252463","1..2467","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575108","ENST00000575108","1..2247","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000538082","ENST00000538082","1..2350","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571903","ENST00000571903","1..1726","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576985","ENST00000576985","1..1397","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572431","ENST00000572431","1..575","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572548","ENST00000572548","1..618","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576483","ENST00000576483","1..747","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000577059","ENST00000577059","1..635","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573931","ENST00000573931","1..135","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000389202","ENST00000389202","1..3912","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000444228","ENST00000444228","1..1327","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567308","ENST00000567308","1..511","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000382192","ENST00000382192","1..2062","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000219091","ENST00000219091","1..1947","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000444510","ENST00000444510","1..726","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000414351","ENST00000414351","1..1006","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570935","ENST00000570935","1..766","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000287490","ENST00000287490","1..440","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565462","ENST00000565462","1..714","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573771","ENST00000573771","1..549","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574902","ENST00000574902","1..3208","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000396878","ENST00000396878","1..3313","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576416","ENST00000576416","1..2240","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574928","ENST00000574928","1..5889","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576863","ENST00000576863","1..3245","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572647","ENST00000572647","1..1368","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574575","ENST00000574575","1..821","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000416391","ENST00000416391","1..1313","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564218","ENST00000564218","1..2161","4.8498022076","2.5506322579","5.8589098754","0.3976655279","0.9991606977","1"
"ENST00000315678","ENST00000315678","1..2137","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571356","ENST00000571356","1..574","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575497","ENST00000575497","1..2161","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000428155","ENST00000428155","1..1433","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576807","ENST00000576807","1..624","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000408912","ENST00000408912","1..3626","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000457010","ENST00000457010","1..4844","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563544","ENST00000563544","1..3549","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564900","ENST00000564900","1..2072","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564514","ENST00000564514","1..586","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570119","ENST00000570119","1..723","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000538189","ENST00000538189","1..3454","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000268314","ENST00000268314","1..3612","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000412665","ENST00000412665","1..2072","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000304646","ENST00000304646","1..942","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000396868","ENST00000396868","1..3082","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000414144","ENST00000414144","1..3306","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000396871","ENST00000396871","1..3162","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000431561","ENST00000431561","1..3348","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000396870","ENST00000396870","1..2373","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575285","ENST00000575285","1..4308","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575948","ENST00000575948","1..1350","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575630","ENST00000575630","1..896","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575617","ENST00000575617","1..713","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000577015","ENST00000577015","1..637","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565454","ENST00000565454","1..573","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567066","ENST00000567066","1..1453","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000394863","ENST00000394863","1..1898","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567524","ENST00000567524","1..560","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563712","ENST00000563712","1..1302","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561785","ENST00000561785","1..577","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569254","ENST00000569254","1..570","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565360","ENST00000565360","1..684","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562165","ENST00000562165","1..466","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564176","ENST00000564176","1..4973","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569703","ENST00000569703","1..1005","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562566","ENST00000562566","1..668","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000394858","ENST00000394858","1..1803","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567607","ENST00000567607","1..1770","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568142","ENST00000568142","1..2458","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564804","ENST00000564804","1..1616","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000361773","ENST00000361773","1..1773","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000427980","ENST00000427980","1..7881","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569119","ENST00000569119","1..428","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565676","ENST00000565676","1..445","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000219596","ENST00000219596","1..3499","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000339854","ENST00000339854","1..2959","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000537682","ENST00000537682","1..3617","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000542898","ENST00000542898","1..3710","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000536980","ENST00000536980","1..2984","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000538326","ENST00000538326","1..3597","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000541159","ENST00000541159","1..1888","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000539145","ENST00000539145","1..1267","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000536379","ENST00000536379","1..1713","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570511","ENST00000570511","1..1751","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572244","ENST00000572244","1..1036","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576315","ENST00000576315","1..1151","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574583","ENST00000574583","1..1118","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000539154","ENST00000539154","1..1090","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573951","ENST00000573951","1..2468","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572123","ENST00000572123","1..243","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000538765","ENST00000538765","1..1721","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000219069","ENST00000219069","1..3830","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572748","ENST00000572748","1..759","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573578","ENST00000573578","1..1636","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574253","ENST00000574253","1..1139","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575823","ENST00000575823","1..851","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575332","ENST00000575332","1..2637","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574674","ENST00000574674","1..691","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000396862","ENST00000396862","1..3612","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573608","ENST00000573608","1..555","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574598","ENST00000574598","1..801","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572297","ENST00000572297","1..594","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570634","ENST00000570634","1..581","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573695","ENST00000573695","1..731","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576104","ENST00000576104","1..565","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571748","ENST00000571748","1..534","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000268674","ENST00000268674","1..1650","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000498240","ENST00000498240","1..2546","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575234","ENST00000575234","1..3989","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574298","ENST00000574298","1..2347","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571101","ENST00000571101","1..598","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575812","ENST00000575812","1..712","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573828","ENST00000573828","1..490","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572999","ENST00000572999","1..561","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575253","ENST00000575253","1..1289","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000304936","ENST00000304936","1..1036","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576906","ENST00000576906","1..781","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575785","ENST00000575785","1..2238","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000608722","ENST00000608722","1..2675","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000610180","ENST00000610180","1..2647","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000608993","ENST00000608993","1..2522","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568581","ENST00000568581","1..503","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000540296","ENST00000540296","1..476","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000544564","ENST00000544564","1..1500","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000541571","ENST00000541571","1..1962","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000538104","ENST00000538104","1..531","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000378799","ENST00000378799","1..2654","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000537613","ENST00000537613","1..894","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000424485","ENST00000424485","1..521","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566536","ENST00000566536","1..612","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000538565","ENST00000538565","1..1245","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000329908","ENST00000329908","1..2356","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000538850","ENST00000538850","1..1125","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000541918","ENST00000541918","1..908","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000534994","ENST00000534994","1..674","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000378798","ENST00000378798","1..2255","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000539186","ENST00000539186","1..542","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000439924","ENST00000439924","1..1841","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000545518","ENST00000545518","1..710","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000456820","ENST00000456820","1..2031","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000537571","ENST00000537571","1..603","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000545388","ENST00000545388","1..630","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000538709","ENST00000538709","1..491","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000536027","ENST00000536027","1..823","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000541180","ENST00000541180","1..635","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000535424","ENST00000535424","1..1416","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000606369","ENST00000606369","1..1245","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000399974","ENST00000399974","1..1231","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571285","ENST00000571285","1..1977","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000304926","ENST00000304926","1..3027","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000396852","ENST00000396852","1..3169","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576500","ENST00000576500","1..2441","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000439568","ENST00000439568","1..1746","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573327","ENST00000573327","1..1482","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574940","ENST00000574940","1..2180","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000422427","ENST00000422427","1..1267","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574084","ENST00000574084","1..840","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573830","ENST00000573830","1..668","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575350","ENST00000575350","1..882","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573719","ENST00000573719","1..841","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571906","ENST00000571906","1..906","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000396846","ENST00000396846","1..3048","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569576","ENST00000569576","1..516","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000419665","ENST00000419665","1..1852","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000330498","ENST00000330498","1..2271","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562006","ENST00000562006","1..995","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565446","ENST00000565446","1..449","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568188","ENST00000568188","1..2467","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568891","ENST00000568891","1..660","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567051","ENST00000567051","1..334","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564197","ENST00000564197","1..498","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575752","ENST00000575752","1..1068","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571936","ENST00000571936","1..1586","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000344823","ENST00000344823","1..1557","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000268655","ENST00000268655","1..2260","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572544","ENST00000572544","1..1002","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000301744","ENST00000301744","1..1831","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570164","ENST00000570164","1..2783","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000327237","ENST00000327237","1..2793","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568491","ENST00000568491","1..2422","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567994","ENST00000567994","1..1845","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567673","ENST00000567673","1..766","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000541442","ENST00000541442","1..1056","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565128","ENST00000565128","1..584","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567578","ENST00000567578","1..636","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564807","ENST00000564807","1..555","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566148","ENST00000566148","1..441","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000430477","ENST00000430477","1..981","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000407558","ENST00000407558","1..2735","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572169","ENST00000572169","1..582","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572757","ENST00000572757","1..818","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573593","ENST00000573593","1..565","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573617","ENST00000573617","1..279","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570372","ENST00000570372","1..398","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575936","ENST00000575936","1..547","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000424546","ENST00000424546","1..1149","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575733","ENST00000575733","1..700","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573201","ENST00000573201","1..657","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574950","ENST00000574950","1..584","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573580","ENST00000573580","1..758","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575042","ENST00000575042","1..328","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574256","ENST00000574256","1..266","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574762","ENST00000574762","1..537","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574328","ENST00000574328","1..552","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000421765","ENST00000421765","1..1045","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000360862","ENST00000360862","1..2522","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000414063","ENST00000414063","1..2619","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571107","ENST00000571107","1..561","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572739","ENST00000572739","1..803","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571696","ENST00000571696","1..626","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576787","ENST00000576787","1..570","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573345","ENST00000573345","1..608","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574380","ENST00000574380","1..578","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570551","ENST00000570551","1..673","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572942","ENST00000572942","1..1089","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576916","ENST00000576916","1..1567","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575076","ENST00000575076","1..2531","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572131","ENST00000572131","1..558","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000577013","ENST00000577013","1..575","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570819","ENST00000570819","1..833","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572584","ENST00000572584","1..2450","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571798","ENST00000571798","1..555","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575754","ENST00000575754","1..761","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576819","ENST00000576819","1..578","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000437192","ENST00000437192","1..907","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000399645","ENST00000399645","1..929","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576634","ENST00000576634","1..4163","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573370","ENST00000573370","1..546","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574369","ENST00000574369","1..692","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574592","ENST00000574592","1..726","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575134","ENST00000575134","1..739","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000341633","ENST00000341633","1..1643","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571025","ENST00000571025","1..5126","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576117","ENST00000576117","1..414","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572600","ENST00000572600","1..2221","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574551","ENST00000574551","1..588","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572632","ENST00000572632","1..723","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575323","ENST00000575323","1..540","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000417763","ENST00000417763","1..1603","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000445795","ENST00000445795","1..924","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568961","ENST00000568961","1..1954","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566987","ENST00000566987","1..1722","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000446827","ENST00000446827","1..1822","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564134","ENST00000564134","1..1748","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565601","ENST00000565601","1..1858","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562808","ENST00000562808","1..1549","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568666","ENST00000568666","1..1719","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563827","ENST00000563827","1..867","0","NaN","NaN","NaN","NaN","NaN"
